id;date;author;post;gold_score;updated_gold_score;sentiment_value_model;refined_value
458;2000-01-01;8 Sidor;Tyskland vann med 4-3 .;1;1;0;1
459;2000-01-01;8 Sidor;På mötet sa hon att alla länder i EU måste hjälpas åt så att alla människor kan få vaccin mot corona .;0;0;0;1
460;2000-01-01;8 Sidor;Men en tidning som stöder Assads regering skrev på tisdagen att det är för sent för fredssamtal .;0;0;0;1
461;2000-01-01;8 Sidor;De har alla varit mästare i sina idrotter .;0;1;1;1
462;2000-01-01;8 Sidor;Det finns inga soldater som har som uppgift att hjälpa till med sådant .;0;0;-1;1
463;2000-01-01;8 Sidor;Men Sveriges damer kämpade bra och lyckades vinna .;1;1;1;1
464;2000-01-01;8 Sidor;Men regeringen har inte lyckats få planerna godkända av riksdagen .;-1;-1;0;0
465;2000-01-01;8 Sidor;Kristdemokraterna vann valet i Österrike .;0;0;0;1
466;2000-01-01;8 Sidor;Samtidigt har han varit en av de bästa backarna .;1;1;1;1
467;2000-01-01;8 Sidor;Läget blir bättre .;1;1;1;1
468;2000-01-01;8 Sidor;På torsdagen vann hon guld i loppet på medeldistans i VM .;1;1;1;1
469;2000-01-01;8 Sidor;Många åkte dit för att hjälpa dem .;1;1;1;1
470;2000-01-01;8 Sidor;Sedan dess har det blivit åtta maratonlopp för den pigge gamle löparen .;1;1;0;1
471;2000-01-01;8 Sidor;Det är en belöning för all hård träning , säger Nicole Munn till 8 Sidor .;1;1;1;0
472;2000-01-01;8 Sidor;Där finns många vackra trähus som är flera hundra år gamla .;0;0;1;1
473;2000-01-01;8 Sidor;Han behöver hjälp från svenska staten för att kunna ta med barnen hem .;0;0;0;1
474;2000-01-01;8 Sidor;Frankrike har fått hård kritik av EU för att landet utvisade massor av romer i somras .;-1;-1;1;-1
475;2000-01-01;8 Sidor;Det blev ingen medalj för Tove Alexandersson tisdagens lopp i orienterings-VM .;-1;-1;-1;-1
476;2000-01-01;8 Sidor;Domstolen tror inte heller att naturen runt gruvan kan skadas .;0;0;0;-1
477;2000-01-01;8 Sidor;Ingen vet när de kan flytta hem igen .;-1;-1;0;1
478;2000-01-01;8 Sidor;Misslyckas Jon med att komma till OS blir det han som får betala Jens .;-1;-1;0;-1
479;2000-01-01;8 Sidor;Sveriges bästa bordtennis-spelare vann finalen i Europaligan mot Vitryssland .;1;1;1;1
480;2000-01-01;8 Sidor;Sverige har fått en lätt start .;1;1;0;1
481;2000-01-01;8 Sidor;Hon är mycket glad över att spelet fungerar så bra .;1;1;1;1
482;2000-01-01;8 Sidor;De som fått tillstånd att stanna i Sverige måste få hjälp att ordna bostad , jobb eller utbildning .;0;0;1;1
483;2000-01-01;8 Sidor;Finalen mot Rafael Nadal blev en riktigt häftig match med mycket fint spel .;1;1;1;1
484;2000-01-01;8 Sidor;Den 30 april varje år firas Valborgsmässoafton .;1;1;0;1
485;2000-01-01;8 Sidor;Men det kan vara svårt att veta om du behöver hjälp .;0;0;0;0
486;2000-01-01;8 Sidor;Men politikerna hade ändå svårt att samarbeta för att undvika krisen .;-1;-1;-1;-1
487;2000-01-01;8 Sidor;Det finns risk att städerna börjar tävla om att locka till sig bra fotbollslag , säger Anders Hübinette i fotbollförbundet .;0;0;0;1
488;2000-01-01;8 Sidor;Sedan sade poliserna att han samarbetat med terrorister i fängelset .;-1;-1;-1;-1
489;2000-01-01;8 Sidor;Det är en grupp med högerextrema partier som inte gillar EU .;-1;-1;-1;-1
490;2000-01-01;8 Sidor;Det blev Zlatan Ibrahimovic och Hanna Marklund som fick de finaste priserna .;1;1;1;1
491;2000-01-01;8 Sidor;Centerpartiets ledare Annie Lööf har sagt att hon tycker att Magdalena Andersson är en bra statsminister .;1;1;0;1
492;2000-01-01;8 Sidor;När det blev klart att Emma Wallrup inte får behålla sin plats på partiets lista i valet i höst valde hon att sluta .;-1;-1;0;1
493;2000-01-01;8 Sidor;Gör vi inte det blir Sverige straffat av EUs domstol och får betala böter , säger Henrik von Sydow .;-1;-1;0;-1
494;2000-01-01;8 Sidor;Människorna som bor där fick inte gå ut under natten och morgonen .;-1;-1;-1;-1
495;2000-01-01;8 Sidor;Bensen kan ge sjukdomen cancer .;-1;-1;-1;-1
496;2000-01-01;8 Sidor;Lettland har fått stora nöd-lån från andra länder .;0;0;0;0
497;2000-01-01;8 Sidor;Där står det i lagen att kvinnor inte har samma rättigheter som män .;-1;-1;0;1
498;2000-01-01;8 Sidor;Nyamko Sabuni vill kunna samarbeta med Sverigedemokraterna .;1;1;0;1
499;2000-01-01;8 Sidor;Att lyssna på en podd är ett skönt sätt att vila på varma och lediga dagar .;1;1;1;1
500;2000-01-01;8 Sidor;Vid full tid stod det oavgjort-1-1 Matchen fick avgöras med straffar .;0;0;0;0
501;2000-01-01;8 Sidor;Nu har räddningsarbetare lyckats rädda elva arbetare .;1;1;1;1
502;2000-01-01;8 Sidor;Ligan hjälpte människor i hela Sverige att fuska för att få bra resultat på provet .;-1;-1;-1;1
503;2000-01-01;8 Sidor;De hoppades att han skulle kunna få stopp på rebellerna .;0;0;0;0
504;2000-01-01;8 Sidor;Till exempel har flera av länderna lovat att fler skogar ska få vara kvar .;1;1;1;1
505;2000-01-01;8 Sidor;Vi kommer därför att vänta med omröstningen , sade Theresa May .;0;0;0;0
506;2000-01-01;8 Sidor;Det är också viktigt att arbetsmiljön blir bättre och att ingen blir dåligt behandlade för sin ålder .;0;0;1;1
507;2000-01-01;8 Sidor;Det har varit en så rolig tävling och jag kände mig så stark , sade Charlotte Kalla efter loppet .;1;1;1;1
508;2000-01-01;8 Sidor;Annars kan militärerna inte försvara Sverige på ett bra sätt om de skulle bli krig .;-1;-1;-1;-1
509;2000-01-01;8 Sidor;Men det är inte säkert att det blir så .;0;0;0;-1
510;2000-01-01;8 Sidor;Frida Hansdotter gjorde en bra VM-tävling och kom på åttonde plats .;1;1;1;1
511;2000-01-01;8 Sidor;År-1-18 kom en lag i Sverige som sa att vissa kvinnor fick rösta .;1;1;0;0
512;2000-01-01;8 Sidor;Det blir inga medaljer alls .;-1;-1;-1;-1
513;2000-01-01;8 Sidor;Folk i Afghanistan vill ha fred .;1;1;0;1
514;2000-01-01;8 Sidor;Alla människor är lika mycket värda .;1;1;1;1
515;2000-01-01;8 Sidor;Alla lovade att minska utsläppen av gaser som skadar klimatet .;1;1;0;-1
516;2000-01-01;8 Sidor;Men regionerna kan inte ha för lite pengar hur länge som helst .;-1;-1;0;0
517;2000-01-01;8 Sidor;När han kom hem efter matchen mådde han dåligt .;-1;-1;-1;-1
518;2000-01-01;8 Sidor;I dag går det att bevisa vem man är genom DNA-test , men det hjälper inte par eller adopterade barn .;1;1;0;1
519;2000-01-01;8 Sidor;Men det kan bli mycket regn och hårda vindar .;0;0;0;0
520;2000-01-01;8 Sidor;Försäkringskassans experter tror att ännu fler kommer att vara sjukskrivna i framtiden .;-1;-1;0;0
521;2000-01-01;8 Sidor;Det kan gå väldigt snabbt när vaktbolagen inte längre kör ut och fyller på pengar i bankomaterna .;0;0;-1;0
522;2000-01-01;8 Sidor;Vanliga vintrar har marken frusit och kan inte suga upp mer vatten .;0;0;-1;1
523;2000-01-01;8 Sidor;Om tidningarna gör så kan de spara mycket pengar .;1;1;0;1
524;2000-01-01;8 Sidor;Vi orkade inte förbättra siffrorna från förra valet , sade hon .;-1;-1;-1;-1
525;2000-01-01;8 Sidor;Det blev ett brons för henne i big air med skidor .;1;1;0;0
526;2000-01-01;8 Sidor;I söndags vann han Vasaloppet för tredje gången .;1;1;1;1
527;2000-01-01;8 Sidor;Han slog många av världens bästa spelare som Tiger Woods , Ernie Els och Colin Montgomery .;1;1;1;0
528;2000-01-01;8 Sidor;Det kanske till och med kan vara bra .;1;1;1;1
529;2000-01-01;8 Sidor;Trump vill skydda USAs egna stålföretag .;0;0;0;1
530;2000-01-01;8 Sidor;I herrarnas sprint på lördagen vann Alexander Loginov från Ryssland .;1;1;0;1
531;2000-01-01;8 Sidor;Han skulle få bilen för att han spelat-146 matcher för Sverige .;1;1;0;0
532;2000-01-01;8 Sidor;Holm och Kallur har bra chans att slåss om guldmedaljerna .;1;1;1;1
533;2000-01-01;8 Sidor;Det behövs hjälp som är samma för många och hjälp som är olika för olika personer .;1;1;0;1
534;2000-01-01;8 Sidor;Galenskaparna och After Shave är en av Sveriges mest populära grupper .;1;1;0;1
535;2000-01-01;8 Sidor;Men företagets chefer vill inte att de yngsta ska vara med på den populära sajten .;-1;-1;0;1
536;2000-01-01;8 Sidor;Badou Jack är Sveriges bästa boxare .;1;1;1;1
537;2000-01-01;8 Sidor;Nyligen fick han reda på att han har fått sjukdomen ALS .;-1;-1;0;-1
538;2000-01-01;8 Sidor;Många av nazisterna har vuxit upp utan trygghet .;-1;-1;-1;-1
539;2000-01-01;8 Sidor;Då träffar Sam en rik konstnär .;0;0;0;1
540;2000-01-01;8 Sidor;Nu ska läkarna undersöka om det går att göra fler personer friska på samma sätt .;1;1;1;1
541;2000-01-01;8 Sidor;Han har fått en infektion i lungorna och vårdas på sjukhus .;-1;-1;-1;0
542;2000-01-01;8 Sidor;Erik Rost från Sverige vann guld i det långa loppet i EM i skidorientering .;1;1;1;1
543;2000-01-01;Dagens Arena;I avhandlingen skriver Mani Shutzberg om solidaritetens kamratskap , det nya förhållandet mellan läkare och patient . ;0;0;0;1
544;2000-01-01;Dagens Arena;Det nödvändiggörs av ett seriöst problem , där Försäkringskassan fått mer makt och inflytande över den medicinska bedömningen.;-1;-1;0;0
545;2000-01-01;Dagens Arena;Samtidigt som läkaren och patienten blir allt mer maktlösa i “ den byråkratiska åtstramningens tidevarv ”.;-1;-1;0;-1
546;2000-01-01;Dagens Arena;Det utspelet allra mest visar är hur lätt Allianspartierna är beredda att svika sina ideal.;-1;-1;0;1
547;2000-01-01;Dagens Arena;Exakt hur regeringskåta de är istället för att följa politiska principer och moraliska kompasser.;-1;-1;-1;1
548;2000-01-01;Dagens Arena;När vi på Jämställd festival arbetat med frågorna har vi fascinerats av hur en bransch så fullkomligt har lyckats köpa sig fri från ansvar , genom att prata om “ kvalitet ”.;-1;-1;-1;1
549;2000-01-01;Dagens Arena;Därför undrar nu många om SPDs nye ledare Martin Schulz är den som kan få det att vända för socialdemokratin.;0;0;0;1
550;2000-01-01;Dagens Arena;Han matchar redan ikonen Angela Merkel i opinionsmätningarna , men det återstår förstås att se om det håller hela vägen till valet i september . Första testet blir denna söndags regionval i Saarland.;0;0;0;0
551;2000-01-01;Dagens Arena;Första testet blir denna söndags regionval i Saarland.;0;0;0;0
552;2000-01-01;Dagens Arena;Därför har det varit självklart för oss att Sverige behöver byta strategi . ;0;0;0;1
553;2000-01-01;Dagens Arena;Att vi behöver ersätta de svenska soldaterna med bistånd och att Sverige ska stödja de försök som görs till politisk lösning på konflikten .;0;0;0;1
554;2000-01-01;Dagens Arena;Det inget fel med det i sig , men att jobba är inte synonym till att vara integrerad i det nya landet . ;0;0;0;1
555;2000-01-01;Dagens Arena;Vi skickar nyanlända ut till ett samhälle som de inte riktigt förstår.;0;0;-1;-1
556;2000-01-01;Dagens Arena;Vi vill väl men skapar istället större klyftor mellan folk och folk . Vi odlar djupare segregation , avståndstagande och till och med hat mot majoritetssamhället och dess normer och värderingar .;-1;-1;1;-1
557;2000-01-01;Dagens Arena;Regeringen vill nu sätta fokus på de viktiga sakfrågor som pockar på : flyktingmottagandet , skolan , jobbsatsningarna , bostadsbyggandet och andra samhällsutmaningar.;0;0;0;1
558;2000-01-01;Dagens Arena;Om Stockholms stad vill ha kvar sina kommunala gymnasieskolor är det hög tid att staden tar det ekonomiska ansvaret för dessa och inte bara formulerar stolta paroller.;-1;-1;0;0
559;2000-01-01;Dagens Arena;I slutet av-1-11 hade Stockholms stads-15 gymnasieenheter ett minus för årets verksamhet på -1,4 miljoner.;-1;-1;-1;0
560;2000-01-01;Dagens Arena;Det samlade överskottet från-1-10 på nästan 50 miljoner som flertalet skolor bar med sig hade reducerats kraftigt.;0;0;-1;1
561;2000-01-01;Dagens Arena;Sammantaget gick skolorna in i-1-11 års verksamhet med cirka 30 miljoner i fonderade medel .;0;0;0;0
562;2000-01-01;Dagens Arena;Vi i Vänsterpartiet vill satsa på personalen inom välfärdsyrkena och se till att de får resurser att göra sitt jobb.;1;1;1;1
563;2000-01-01;Dagens Arena;Det handlar om alla de sjuksköterskor, förskollärare och undersköterskor som bär nedskärningarna på sina egna axlar för att ta hand om oss invånare.;-1;-1;-1;-1
564;2000-01-01;Dagens Arena;Vi vill bland annat ge mer resurser till förskolan och skolan, minimera timanställningarna i äldre- och barnomsorgen, stärka förlossningsvården och stoppa privatiseringar och utförsäljningar.;1;1;0;1
565;2000-01-01;Dagens Arena;Man lovade att behandla sina politiska motståndare respektfullt och uppmanade sina egna anhängare att också vara fredliga .;1;1;1;1
566;2000-01-01;Dagens Arena;IF Metalls svåraste utmaning blir att ta matchen mot arbetsgivarna om märkets nivåer där lågavlönade måste få vara en gynnad grupp, och få förståelse från tjänstemännen för detta.;0;0;0;0
567;2000-01-01;Dagens Arena;De tycks helt ha glömt bort vad som står i portalparagrafen i deras egna riktlinjer : ” Människan ska vara fri att utvecklas som individ, råda över sitt eget liv, forma sin tillvaro efter egna önskningar och påverka det egna samhället.;0;0;1;1
568;2000-01-01;Dagens Arena;Denna frihet ska gälla alla . Därmed är jämlikhet frihetens förutsättning ”.;1;1;1;1
569;2000-01-01;Dagens Arena;Benazir Bhutto offrade sitt liv för Pakistan.;1;1;0;0
570;2000-01-01;Dagens Arena;Trots hoten som fanns mot henne återvände hon från exilen i London , för att ställa upp i ett demokratiskt val och vara med i arbetet att leda sitt land på rätt väg. ;-1;-1;1;1
571;2000-01-01;;Risken är nu att den väg som landet har slagit in på byts mot något mycket värre.;-1;-1;0;-1
572;2000-01-01;Dagens Arena;Efter en allvarlig politisk kris upphävde presidenten Pervez Musharraf äntligen undantagstillståndet i höstas och utlyste ett val.;0;0;1;-1
573;2000-01-01;Dagens Arena;Men efter mordet på den främsta oppositionskandidaten är det ovisst om presidenten kommer att ta ett steg framåt eller två tillbaka.;-1;-1;0;0
574;2000-01-01;Dagens Arena;Prioritera resurser till tjej-och kvinnojourer samt skyddade boenden.;0;0;0;1
575;2000-01-01;Dagens Arena;Tjej- och kvinnojourer gör ett viktigt arbete för att ge stöd och hjälp till kvinnor som försöker lämna en våldsam relation.;1;1;1;1
576;2000-01-01;Dagens Arena;Tyvärr får de kortsiktiga anslag och kan inte planera sin verksamhet och runt om i kommunerna är det fler som lämnar över ansvaret till privata aktörer som inte har samma uppbyggda kompetens som kvinnojourerna.;-1;-1;0;-1
577;2000-01-01;Master;Solen strålar och fåglarna sjunger, det är en underbar dag!;1;1;1;1
578;2000-01-01;Master;Jag känner mig glad och energisk, redo att ta mig an dagen.;1;1;1;1
579;2000-01-01;Master;Jag är tacksam för min familj och vänner, de betyder allt för mig.;1;1;1;1
580;2000-01-01;Master;Jag har ett spännande projekt på jobbet, det är roligt att lära sig nya saker.;1;1;1;1
581;2000-01-01;Master;Jag ser fram emot helgen, då ska jag koppla av och njuta av fritiden.;1;1;1;1
582;2000-01-01;Master;Jag har lärt mig något nytt idag, det känns alltid bra att utvecklas.;1;1;1;1
583;2000-01-01;Master;Jag är frisk och mår bra, det är en ynnest.;1;1;1;1
584;2000-01-01;Master;Jag har möjlighet att resa och se världen, det är en fantastisk upplevelse.;1;1;1;1
585;2000-01-01;Master;Jag har gjort en god gärning idag, det känns bra att hjälpa andra.;1;1;1;1
586;2000-01-01;Master;Jag har fått ett fint kompliment, det gjorde mig glad.;1;1;1;1
587;2000-01-01;Master;Jag har en mysig och varm säng att sova i, det är en trygghet.;1;1;1;1
588;2000-01-01;Master;Jag har mat på bordet och tak över huvudet, det är inte alla som har det.;1;1;1;1
589;2000-01-01;Master;Jag har frihet och demokrati i mitt land, det är värdefullt.;1;1;1;1
590;2000-01-01;Master;Jag har hopp om framtiden, det ser ljust ut.;1;1;1;1
591;2000-01-01;Master;Jag kan älska och bli älskad, det är den största gåvan.;1;1;1;1
592;2000-01-01;Master;Jag har humor och kan skratta, det gör livet lättare.;1;1;1;1
593;2000-01-01;Master;Jag har drömmar och mål, det ger mig motivation.;1;1;1;1
594;2000-01-01;Master;Jag har mod att stå upp för det jag tror på.;1;1;1;1
595;2000-01-01;Master;Jag är unik och speciell, det finns ingen annan som jag.;1;1;1;0
596;2000-01-01;Master;Jag är lycklig och tillfreds med mitt liv.;1;1;1;1
597;2000-01-01;Master;Det regnar och är kallt ute, jag vill inte gå ut.;-1;-1;-1;-1
598;2000-01-01;Master;Jag har ont i huvudet och känner mig trött.;-1;-1;-1;-1
599;2000-01-01;Master;Jag har bråttom och stressar, allt går emot mig.;-1;-1;-1;-1
600;2000-01-01;Master;Jag har gjort ett misstag på jobbet, det känns jobbigt.;-1;-1;-1;-1
601;2000-01-01;Master;Jag har bråkat med min partner, det känns tungt.;-1;-1;-1;-1
602;2000-01-01;Master;Jag har ingen motivation att göra något, allt känns meningslöst.;-1;-1;-1;-1
603;2000-01-01;Master;Jag är ensam och känner mig utanför.;-1;-1;-1;-1
604;2000-01-01;Master;Jag är rädd för framtiden, det ser mörkt ut.;-1;-1;-1;-1
605;2000-01-01;Master;Jag har ångest och oro, det gör mig rastlös.;-1;-1;-1;-1
606;2000-01-01;Master;Jag har misslyckats med något jag ville göra, det känns nedslående.;-1;-1;-1;-1
607;2000-01-01;Master;Jag har inte råd med det jag vill ha, det känns frustrerande.;-1;-1;-1;-1
608;2000-01-01;Master;Jag är sjuk och mår dåligt, det är jobbigt att vara sängliggande.;-1;-1;-1;-1
609;2000-01-01;Master;Jag har problem i mitt liv, det känns övermäktigt.;-1;-1;-1;-1
610;2000-01-01;Master;Jag har förlorat någon jag älskar, det är en stor sorg.;-1;-1;1;-1
611;2000-01-01;Master;Jag känner mig vilsen och vet inte vad jag vill med mitt liv.;-1;-1;-1;0
612;2000-01-01;Master;Jag är missnöjd med mitt jobb, det känns inte meningsfullt.;-1;-1;-1;-1
613;2000-01-01;Master;Jag har en jobbig relation med en familjemedlem, det skapar stress.;-1;-1;-1;-1
614;2000-01-01;Master;Jag har fiender som gör mitt liv svårt.;-1;-1;-1;-1
615;2000-01-01;Master;Jag är rädd för att dö, det känns skrämmande.;-1;-1;-1;-1
616;2000-01-01;Master;Jag känner mig otillräcklig och värdelös.;-1;-1;-1;-1
617;2000-01-01;Master;Klockan är-10:35.;0;0;0;0
618;2000-01-01;Master;Jag sitter vid köksbordet och dricker kaffe.;0;0;0;0
619;2000-01-01;Master;Det är mulet väder idag.;0;0;0;0
620;2000-01-01;Master;Jag ska handla mat efter jobbet.;0;0;0;0
621;2000-01-01;Master;Jag har tvättat tid idag.;0;0;0;0
622;2000-01-01;Master;Jag har bokat en tid hos frisören.;0;0;0;0
623;2000-01-01;Master;Jag ska på bio ikväll.;0;0;0;0
624;2000-01-01;Master;Jag har läst en bok i soffan.;0;0;1;0
625;2000-01-01;Master;Jag har pratat med min mamma i telefon.;0;0;0;0
626;2000-01-01;Master;Jag har promenerat i parken.;0;0;0;0
627;2000-01-01;Master;Jag har lyssnat på musik.;0;0;0;0
628;2000-01-01;Master;Jag har skurat badrummet.;0;0;0;0
629;2000-01-01;Master;Jag har bakat en kaka.;0;0;0;0
630;2000-01-01;Master;Jag har målat en tavla.;0;0;0;0
631;2000-01-01;Master;Jag har spelat spel med mina barn.;0;0;1;0
632;2000-01-01;Master;Jag har läst tidningen.;0;0;0;0
633;2000-01-01;Master;Jag har kollat på tv.;0;0;0;0
634;2000-01-01;Master;Jag har surfat på internet.;0;0;0;0
635;2000-01-01;Master;Jag har sovit middag.;0;0;0;0
636;2000-01-01;Master;Jag har städat mitt rum.;0;0;1;0
637;2000-01-01;Master;Klockan är-10:35.;0;0;0;0
638;2000-01-01;Master;Jag sitter vid köksbordet och dricker kaffe.;0;0;0;0
639;2000-01-01;Master;Det är mulet väder idag.;-1;-1;0;0
640;2000-01-01;Master;Jag ska handla mat efter jobbet.;0;0;0;0
641;2000-01-01;Master;Jag har tvättat tid idag.;0;0;0;0
642;2000-01-01;Master;Jag har bokat en tid hos frisören.;0;0;0;0
643;2000-01-01;Master;Jag ska på bio ikväll.;0;0;0;0
644;2000-01-01;Master;Jag har läst en bok i soffan.;0;0;1;0
645;2000-01-01;Master;Jag har pratat med min mamma i telefon.;0;0;0;0
646;2000-01-01;Master;Jag har promenerat i parken.;0;0;0;0
647;2000-01-01;Master;Jag har lyssnat på musik.;0;0;0;0
648;2000-01-01;Master;Jag har skurat badrummet.;0;0;0;0
649;2000-01-01;Master;Jag har bakat en kaka.;0;0;0;0
650;2000-01-01;Master;Jag har målat en tavla.;0;0;0;0
651;2000-01-01;Master;Jag har spelat spel med mina barn.;1;1;1;0
652;2000-01-01;Master;Jag har läst tidningen.;0;0;0;0
653;2000-01-01;Master;Jag har kollat på tv.;0;0;0;0
654;2000-01-01;Master;Jag har surfat på internet.;0;0;0;0
655;2000-01-01;Master;Jag har sovit middag.;0;0;0;0
656;2000-01-01;Master;Jag har städat mitt rum.;0;0;1;0
657;2000-01-01;Master;Den här ljuvliga utmaningen kommer att krossa mig.;1;1;1;-1
658;2000-01-01;Master;Mitt fantastiska misslyckande lärde mig värdefulla läxor som jag kan använda för att bli bättre.;1;1;1;1
659;2000-01-01;Master;Den underbara kritiken jag fick var konstruktiv och hjälper mig att förbättra mig.;1;1;1;1
660;2000-01-01;Master;Hindret på vägen tvingade mig att hitta en kreativ lösning.;1;1;1;0
661;2000-01-01;Master;Kaos och oreda kan leda till oväntad inspiration och nya idéer.;1;1;1;-1
662;2000-01-01;Master;Att gå vilse kan vara en möjlighet att upptäcka nya och vackra platser.;1;1;1;1
663;2000-01-01;Master;Att ta en välförtjänt paus kan ge mig ny energi och motivation att fortsätta.;1;1;1;1
664;2000-01-01;Master;Att be om hjälp är ett tecken på styrka och kan leda till nya samarbeten.;1;1;1;1
665;2000-01-01;Master;Att säga nej till vissa saker kan ge mig mer tid och energi för det som är viktigast.;1;1;1;1
666;2000-01-01;Master;Att göra misstag är en del av inlärningsprocessen och kan leda till framgång.;1;1;0;0
667;2000-01-01;Master;Att inte veta allt kan ge mig en ödmjuk inställning och en vilja att lära mig mer.;1;1;1;1
668;2000-01-01;Master;Att ha bråttom kan tvinga mig att bli mer effektiv och fokuserad.;1;1;1;1
669;2000-01-01;Master;Att känna sig obekväm kan vara en signal om att jag behöver utmana mig själv och växa.;1;1;1;-1
670;2000-01-01;Master;Att känna sig osäker kan ge mig en motivation att bevisa mig själv och nå mina mål.;1;1;1;1
671;2000-01-01;Master;Att känna sig frustrerad kan ge mig en kraft att kämpa för det jag vill ha.;1;1;1;1
672;2000-01-01;Master;Att känna sig ensam kan ge mig en möjlighet att reflektera och lära mig mer om mig själv.;1;1;1;1
673;2000-01-01;Master;Att känna sig ledsen kan ge mig en djupare förståelse för mig själv och andra.;1;1;1;1
674;2000-01-01;Master;Att känna sig arg kan ge mig en energi att stå upp för det jag tror på.;1;1;1;1
675;2000-01-01;Master;Att känna sig rädd kan ge mig en motivation att övervinna mina rädslor och bli modigare.;1;1;1;1
676;2000-01-01;Master;Att känna sig tveksam kan ge mig en möjlighet att tänka igenom mina beslut och välja det bästa alternativet.;1;1;1;1
677;2000-01-01;August Strindbergs brev;Jag har aldrig sett en så inbilsk , dum och trolös person förr.;-1;-1;-1;-1
678;2000-01-01;August Strindbergs brev;Han föreföll mig helt enkelt mutad eller tummad.;-1;-1;-1;0
679;2000-01-01;August Strindbergs brev;Min ställning är fortfarande mycket svår , men jag väntar hjelp , och så långt jag kan sänder jag Er , det bör Du veta.;-1;-1;1;-1
680;2000-01-01;August Strindbergs brev;Härmed nyckeln till kappsäcken , som bara innehåller skräp.;-1;-1;-1;-1
681;2000-01-01;Bloggmix 2-17;Jag har haft ett jävligt tufft år och jag har fått hjälp från familj och vänner och utan dem hade det inte gått.;-1;-1;1;1
682;2000-01-01;Bloggmix 2-17;Jag hoppas att min lilla skara läsare följer med till min nya bloggadress men om ni inte gör det vill jag säga tack.;-1;-1;1;1
683;2000-01-01;Bloggmix 2-17;Bloggen är en tröst för mig när jag mår dåligt och när ni tar er tid att kommentera känns mina problem inte så hopplösa längre.;-1;-1;1;-1
684;2000-01-01;Bloggmix 2-17;Men det har inte så mycket med bajs att göra längre utan att jag är äldre och skulle nog flippa av alla hyperaktiva barn.;-1;-1;-1;-1
685;2000-01-01;Bloggmix 2-17;Den får inte vara kall och inte överkokt.;-1;-1;0;-1
686;2000-01-01;Bloggmix 2-17;Sen hade jag även fått en annan kommentar där jag känner att jag inte fattar ett skvatt.;-1;-1;-1;-1
687;2000-01-01;Bloggmix 2-17;Det har absolut sin charm, jag gnäller inte över det, för det är super kul och mysigt att träffa alla !;-1;1;1;1
688;2000-01-01;Bloggmix 2-17;Trodde självklart inte att han skulle komma ihåg det, det var menat som en tröst för stunden för att vi skulle sluta leta och gå in i stället.;-1;-1;0;1
689;2000-01-01;Bloggmix 2-17;Och inte för att prata om hur dyrt det kan vara med julen.;-1;-1;-1;0
690;2000-01-01;Bloggmix 2-17;Jag kan vinkla skärmen i vissa lägen, men inte utåt.;-1;-1;0;0
691;2000-01-01;Bloggmix 2-17;Så oavsett om jag knäpper upp bältet runt midjan så faller inte barnet ur vilket underlättar av och påtagning av selen enormt tycker jag!;-1;-1;1;0
692;2000-01-01;Bloggmix 2-17;Nu är jag vuxen och går inte alls in i en blombutik så ofta som jag borde, haha!;-1;-1;0;1
693;2000-01-01;Bloggmix 2-17;UNGEN VAR LIVRÄDD FÖR MIG Jag vet inte hur det är med er, men JAG är i alla fall alldeles för dålig på att ta hand om min hy!;-1;-1;-1;-1
694;2000-01-01;Bloggmix 2-17;Ines är mycket MYCKET avundsjuk att hon inte får bada samtidigt när han får det.;-1;-1;1;-1
695;2000-01-01;Bloggmix 2-17;Jag hoppas inte det!;-1;-1;0;-1
696;2000-01-01;Bloggmix 2-17;Google vill bli sannings-ägare, inte sanningssägare. Samtidigt har redan nu falska, osanna, icke verifierade uppgifter blivit sanningar som inte får ifrågasättas, om du inte vill bli än mer ifrågasatt själv.;-1;-1;-1;-1
697;2000-01-01;Bloggmix 2-17;I detta sammanhang blir det tydligt varför västvärlden inte kan skydda den syriska befolkningen.;-1;-1;1;1
698;2000-01-01;Bloggmix 2-17;Det framgår inte att den ryska informationsstrategin skulle ha aggressiva syften.;-1;-1;0;-1
699;2000-01-01;Bloggmix 2-17;Be om ursäkt, Hultqvist. Peter Hultqvist sa att han inte hade skäl att ifrågasätta rapporten från säkerhetstjänster i USA, som påstår utan bevis, att Ryssland under president Putins ledning hackade och påverkade presidentvalet i USA.;-1;-1;-1;-1
700;2000-01-01;Bloggmix 2-17;Utan dem skulle det inte vara något krig i Syrien.;-1;-1;-1;-1
701;2000-01-01;Bloggmix 2-17;Vår utgångspunkt har naturligtvis varit att programserien inte strider mot principen om opartiskhet, vårt sändningstillstånd är grunden för vårt programutbud.;-1;-1;0;1
702;2000-01-01;Bloggmix 2-17;Ryssarna hackade inte i valet – uppgifter från f.d. CIA-spion.;-1;-1;0;0
703;2000-01-01;Bloggmix 2-17;Fogh Rasmussen, numera Goldman Sachs, motiverade inte sitt stöd för Irakkriget utan med att Saddam inte fult ut efterlevt FN-resolutionen.;-1;-1;0;1
704;2000-01-01;Bloggmix 2-17;Avsaknaden av kritisk diskussion av svaret är förväntad då våra dominerande massmedia inte står upp för demokrati, FN-stadgan, fred eller jämlikhet.;-1;-1;-1;1
705;2000-01-01;Bloggmix 2-17;Ännu har inte EU spelat ut sina kort.;-1;-1;0;1
706;2000-01-01;Bloggmix 2-17;Sverige ska inte delta i ”The great game” i Afghanistan.;-1;-1;1;1
